40,40,2,

13,5,19,6,13,5,13,5,12,5,19,5,19,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,12,12,20,6,5,19,5,20,5,12,
20,12,5,6,5,12,5,19,6,5,5,5,5,12,5,5,5,5,5,19,5,5,19,5,5,20,12,5,5,12,5,5,13,5,19,6,13,5,13,5,
5,5,5,12,20,6,5,19,5,20,5,12,5,5,20,5,12,5,5,5,12,5,5,12,5,5,5,5,5,5,5,19,20,12,5,6,5,12,5,19,
5,19,5,5,13,5,19,6,13,5,13,5,19,5,5,5,13,5,20,5,5,20,5,5,5,5,5,12,5,20,5,19,5,5,5,5,5,19,5,5,
5,5,12,19,20,12,5,6,5,12,5,19,5,5,5,5,20,12,5,19,5,5,19,5,20,5,5,5,5,5,13,5,20,5,12,5,5,5,12,12,
20,5,5,5,12,12,20,6,5,19,5,20,5,12,12,20,5,6,5,5,5,5,5,5,5,5,5,12,13,13,5,12,5,5,13,5,20,5,5,5,
5,19,5,12,5,5,13,5,19,6,13,5,13,5,5,5,19,5,20,5,12,20,5,12,6,5,6,5,5,5,20,6,6,5,20,12,5,19,5,19,
5,5,5,5,5,19,20,12,5,6,5,12,5,19,5,19,6,13,5,13,5,5,13,5,13,20,5,5,20,5,13,5,13,20,5,6,5,5,5,5,
20,5,12,5,20,5,13,5,13,20,5,6,5,5,5,5,6,5,12,5,19,5,5,5,5,5,5,6,5,12,12,20,6,5,19,5,20,5,12,5,
5,13,5,6,5,12,12,20,6,5,19,5,20,5,12,5,19,5,5,5,5,12,5,20,5,19,5,5,12,5,5,13,5,19,6,13,5,13,5,5,
12,5,19,5,12,5,5,13,5,19,6,13,5,13,5,13,5,20,5,12,5,5,5,5,13,5,5,5,5,5,19,20,12,5,6,5,12,5,19,12,
5,5,5,5,5,5,19,20,12,5,6,5,12,5,19,5,12,5,5,13,5,12,13,13,5,12,6,5,12,13,13,5,12,5,5,13,5,20,5,5,
5,5,5,5,19,5,6,5,20,12,5,6,5,5,5,20,6,6,5,20,6,5,5,5,20,6,5,6,5,5,5,20,6,6,5,20,12,5,19,5,
5,12,5,5,5,12,13,20,5,6,5,5,5,20,5,13,5,13,20,5,5,5,20,5,13,5,5,5,5,20,5,13,5,13,20,5,6,5,5,5,
5,13,5,20,5,5,6,5,19,5,20,5,6,5,12,12,20,6,5,19,5,6,5,12,12,20,5,5,6,5,12,12,20,6,5,19,5,20,5,12,
5,20,12,5,19,5,5,19,6,13,5,5,5,12,5,5,13,5,19,6,5,5,12,5,5,13,5,5,5,12,5,5,13,5,19,6,13,5,13,5,
20,5,6,5,5,5,12,5,6,5,12,5,5,5,5,19,20,12,5,6,5,5,5,5,19,20,12,5,5,5,5,19,20,12,5,6,5,12,5,19,

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,3,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,4,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,2,7,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,1,0,2,2,1,7,2,1,2,1,8,0,9,0,2,2,1,1,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,2,2,2,0,2,2,0,0,8,0,0,0,2,0,1,2,7,0,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,7,0,2,0,0,2,7,2,1,2,2,0,1,1,0,1,2,9,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,2,0,14,15,15,16,0,0,8,2,0,0,2,0,7,2,0,2,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,0,8,21,22,22,23,0,7,9,0,0,2,0,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,9,0,21,22,22,25,15,16,0,9,0,8,0,0,9,0,0,2,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,0,0,21,22,22,22,22,23,0,2,0,0,1,1,2,2,7,0,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,2,0,28,29,29,29,29,30,0,2,2,1,0,0,1,1,0,0,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,1,2,0,2,0,9,7,0,2,1,0,2,0,7,0,2,2,2,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,0,8,0,0,0,0,0,2,0,0,0,0,8,7,7,0,0,1,2,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,0,2,0,2,2,0,1,1,0,2,8,7,7,8,7,8,7,0,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,2,1,0,1,1,0,8,1,1,0,0,7,14,15,15,15,16,9,7,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,1,7,0,0,1,1,0,1,1,0,8,21,32,29,31,23,7,8,2,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,2,0,1,0,1,0,7,21,23,9,21,23,7,7,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,1,2,7,0,2,1,0,2,0,0,8,21,25,15,24,23,8,0,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,1,0,0,1,8,0,2,0,2,1,0,28,29,29,29,30,0,7,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,0,2,0,9,0,2,0,1,1,0,7,9,8,9,7,8,7,2,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,1,8,0,0,0,1,2,7,0,0,2,7,9,8,0,0,7,2,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,0,2,7,2,2,0,0,8,0,0,8,0,0,0,0,2,0,1,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,9,2,0,8,0,9,0,0,1,2,1,0,1,7,0,0,1,2,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,0,2,2,0,0,0,2,1,1,2,0,0,2,0,7,8,1,1,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,11,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
